#SYM|CUR|NAME|CON|ISIN|REBATERATE|FEERATE|AVAILABLE|
STM|USD|STMICROELECTRONICS NV-NY SHS|12460|XXXXXXX21027|-0.6142|0.6842|90000|
STMC|USD|SMART SMS CORP|75215989|XXXXXXXW2070|-0.1800|0.2500|300000|
STMGF|USD|STAMPER OIL &amp; GAS CORP|535525951|CA85284P2017|-0.8354|0.9054|3000|
STMH|USD|STEM HOLDINGS INC|319590370|XXXXXXXU1079|-16.9850|17.0550|500000|
STN|USD|STANTEC INC|35442355|CA85472N1096|-0.2990|0.3690|90000|
STNE|USD|STONECO LTD-A|339001919|KYG851581069|-0.2149|0.2849|5100000|
STNG|USD|SCORPIO TANKERS INC|349869083|MHY7542C1306|-0.3101|0.3801|5500000|
STOK|USD|STOKE THERAPEUTICS INC|371470388|XXXXXXXR1077|-0.2659|0.3359|400000|
STON|USD|STONEMOR INC|397278257|XXXXXXXW1062|-1.3848|1.4548|950000|
STOR|USD|STORE CAPITAL CORP|173710147|XXXXXXX11007|-0.3598|0.4298|>10000000|
STOT|USD|SPDR DL SHRT DURATION TR ETF|229207138|XXXXXXXP2002|-0.9552|1.0252|6000|
STOY|USD|SPIRAL TOYS INC|181758375|XXXXXXXJ1060|-0.2300|0.3000|650000|
STPGF|USD|STEPPE GOLD LTD|510475051|CA85913R2063|-16.9214|16.9914|300|
STPZ|USD|PIMCO 1-5 YEAR U.S. TIPS INDEX|67544922|XXXXXXXR2058|-3.3908|3.4608|200000|
STRA|USD|STRATEGIC EDUCATION INC|328064788|XXXXXXXC1036|-0.1983|0.2683|1000000|
STRC|USD|SARCOS TECHNOLOGY AND ROBOTI|517183613|XXXXXXXA1060|-20.1889|20.2589|45000|
STRE|USD|SUPERNOVA PARTNERS ACQUISI-A|489397887|KYG8T90F1020|-1.3611|1.4311|300000|
STRE U|USD|SUPERNOVA PARTNERS ACQUISITI|475867755|KYG8T90F1103|-11.6541|11.7241|25000|
STRFF|USD|STAR ROYALTIES LTD|522816567|CA8551691089|-26.4913|26.5613|300000|
STRL|USD|STERLING CONSTRUCTION CO|27778176|XXXXXXX11016|-0.2143|0.2843|2000000|
STRM|USD|STREAMLINE HEALTH SOLUTIONS|39932201|XXXXXXXX1063|-1.6123|1.6823|1600000|
STRN|USD|STRAN &amp; CO INC|525260348|XXXXXXXJ1025|-33.1863|33.2563|350000|
STRNY|USD|SEVERN TRENT PL-SPON ADR|103669918|XXXXXXXP2092|-22.8763|22.9463|4000|
STRO|USD|SUTRO BIOPHARMA INC|335150869|XXXXXXX71021|-0.3402|0.4102|400000|
STRPF|USD|STARR PEAK MINING LTD|478015595|CA85562P1053|-4.0830|4.1530|100000|
STRR|USD|STAR EQUITY HOLDINGS INC|463434432|XXXXXXXQ1031|-7.1941|7.2641|100000|
STRS|USD|STRATUS PROPERTIES INC|6858068|XXXXXXX72016|-1.4865|1.5565|350000|
STRT|USD|STRATTEC SECURITY CORP|7564604|XXXXXXX11007|-0.5628|0.6328|300000|
STSA|USD|SATSUMA PHARMACEUTICALS INC|383168248|XXXXXXXP1075|-0.1800|0.2500|100000|
STSBF|USD|SOUTH STAR BATTERY METALS CO|493028336|CA8404351014|-12.0576|12.1276|40000|
STT|USD|STATE STREET CORP|2730980|XXXXXXX71031|-0.1800|0.2500|>10000000|
STT PRD|USD|STATE STR CORP DEP SHS REPSTG 1-400|145951552|XXXXXXX76089|-2.8156|2.8856|150000|
STT PRG|USD|STATE STREET CORP|229198872|XXXXXXX78556|-7.7806|7.8506|100000|
STTDF|USD|STANDARD URANIUM LTD|467524646|CA85422Q1037|-27.2707|27.3407|400000|
STTK|USD|SHATTUCK LABS INC|449354987|XXXXXXXL1035|-0.4146|0.4846|100000|
STTX|USD|STRATEX OIL &amp; GAS HOLDINGS I|108685432|XXXXXXXB1052|-1.1602|1.2302|100000|
STVA|USD|STEVVA CORP|291238516|XXXXXXXH1023|-0.1800|0.2500|40000|
STVN|USD|STEVANATO GROUP SPA|502252241|IT0005452658|-0.3801|0.4501|1300000|
STWD|USD|STARWOOD PROPERTY TRUST INC|67418868|XXXXXXXB1052|-0.1800|0.2500|7700000|
STWRY|USD|SOFTWARE AG-SPONSORED ADR|75221297|XXXXXXXH1014|-16.3811|16.4511|100|
STWSQ|USD|STW RESOURCES HOLDING CORP|173141170|XXXXXXXX2071|-0.2300|0.3000|450000|
STX|USD|SEAGATE TECHNOLOGY HOLDINGS|491932113|IE00BKVD2N49|-0.1800|0.2500|5200000|
STXB|USD|SPIRIT OF TEXAS BANCSHARES I|316802656|XXXXXXXD1037|-0.8071|0.8771|250000|
STXS|USD|STEREOTAXIS INC|110408422|XXXXXXXJ4094|-0.3175|0.3875|1100000|
STXXQ|USD|SOUTH TEXAS OIL CO|37195803|XXXXXXXV1098|-0.1800|0.2500|300|
STZ|USD|CONSTELLATION BRANDS INC-A|276066|XXXXXXXP1084|-0.1800|0.2500|3500000|
STZ B|USD|CONSTELLATION BRANDS INC-B|14487446|XXXXXXXP2074|-0.4139|0.4839|300|
SU|USD|SUNCOR ENERGY INC|64731225|CA8672241079|-0.2461|0.3161|4900000|
SUAC|USD|SHOULDERUP TECHNOLOGY ACQU-A|536206390|XXXXXXXG1040|-1.4964|1.5664|300000|
SUB|USD|ISHARES SHORT-TERM NATIONAL|55734126|XXXXXXX81589|-3.5262|3.5962|600000|
SUBB|USD|SUBURBAN MINERALS CORP|124015562|XXXXXXX11094|-0.2300|0.3000|4000|
SUBCY|USD|SUBSEA 7 SA-SPON ADR|82676349|XXXXXXX31009|-7.6385|7.7085|150000|
SUBZ|USD|ROUNDHILL STREAM SERV TECH|470461323|XXXXXXXF4413|-0.6845|0.7545|25000|
SUFH|USD|SURFECT HOLDINGS INC|41162366|XXXXXXXA1079|-0.1800|0.2500|1200000|
SUHJY|USD|SUN HUNG KAI PROP LTD-SP ADR|43490672|XXXXXXXH3021|-1.2164|1.2864|30000|
SUI|USD|SUN COMMUNITIES INC|12485|XXXXXXX41041|-0.2665|0.3365|4300000|
SUIC|USD|SINO UNITED WORLDWIDE CONSOL|282554131|XXXXXXX41095|-2.4950|2.5650|100000|
SUM|USD|SUMMIT MATERIALS INC -CL A|186465849|XXXXXXXU1007|-0.1800|0.2500|6200000|
SUMO|USD|SUMO LOGIC INC|445529135|XXXXXXXP1030|-0.2913|0.3613|800000|
SUMR|USD|SUMMER INFANT INC|410681687|XXXXXXX63010|-5.7899|5.8599|100000|
SUN|USD|SUNOCO LP|171322358|XXXXXXXK1097|-3.1549|3.2249|550000|
SUNL|USD|SUNLIGHT FINANCIAL HOLDINGS|501292444|XXXXXXXJ1060|-1.5086|1.5786|300000|
SUNPF|USD|SUN PEAK METALS CORP|448411102|CA86687M1005|-0.1800|0.2500|100000|
SUNR|USD|SUN SPORTS AND ENTERTAINMENT|51543511|XXXXXXXP2020|-0.1800|0.2500|100|
SUNS|USD|SLR SENIOR INVESTMENT CORP|84703089|XXXXXXXM1053|-4.0787|4.1487|35000|
SUNW|USD|SUNWORKS INC|381433409|XXXXXXXX2045|-1.6940|1.7640|1000000|
SUOPY|USD|SUMCO CORP-UNSPON ADR|76971527|XXXXXXXP1093|-10.9685|11.0385|3000|
SUP|USD|SUPERIOR INDUSTRIES INTL|12495|XXXXXXX81057|-0.3617|0.4317|650000|
SUPN|USD|SUPERNUS PHARMACEUTICALS INC|106853221|XXXXXXX91089|-0.1800|0.2500|3000000|
SUPV|USD|GRUPO SUPERVIELLE SA-SP ADR|233587209|XXXXXXXA1088|-4.1328|4.2028|1600000|
SURE|USD|SONORA RESOURCES CORP|84852215|XXXXXXX81053|-0.1800|0.2500|1400000|
SURF|USD|SURFACE ONCOLOGY INC|314584708|XXXXXXXM2098|-0.7459|0.8159|1900000|
SURG|USD|SURGEPAYS INC|524330845|XXXXXXXL2043|-1.1864|1.2564|95000|
SUSA|USD|ISHARES MSCI USA ESG SELECT|32821285|XXXXXXX88022|-11.8290|11.8990|1500000|
SUSAR|USD|SOUTHERN USA RESOURCES INC|106061897|XXXXXXX71026|-7.9801|8.0501|20000|
SUSB|USD|ISHARES ESG AWARE 1-5 YEAR U|282156640|XXXXXXXG2434|-8.2622|8.3322|100000|
SUSC|USD|ISHARES ESG AWARE USD CORPOR|282156645|XXXXXXXG1931|-1.4787|1.5487|150000|
SUSL|USD|ISHARES ESG MSCI USA LEADERS|365328982|XXXXXXXU2188|-1.6263|1.6963|2000|
SUTI|USD|SUTIMCO INTERNATIONAL INC|169351222|XXXXXXXP3001|-1.4850|1.5550|>10000000|
SUTNY|USD|SUMITOMO MITSUI TR-SPON ADR|86287065|XXXXXXXX1063|-12.0138|12.0838|5000|
SUTU|USD|SUTURA INC|30217575|XXXXXXX21003|-0.1800|0.2500|350000|
SUWN|USD|SUNWIN STEVIA INTERNATIONAL|105996559|XXXXXXXD1090|-0.3483|0.4183|1300000|
SUZ|USD|SUZANO SA - SPON ADR|75219572|XXXXXXXK1051|-3.6524|3.7224|450000|
SV|USD|SPRING VALLEY ACQUIS-CLASS A|459332022|KYG8377A1085|-2.4436|2.5136|300000|
SVA|USD|SINOVAC BIOTECH LTD|30216635|AGP8696W1045|-2.2299|2.2999|6000|
SVAL|USD|ISHARES US SMALL CAP VAL FAC|452367166|XXXXXXXE5362|-9.5176|9.5876|15000|
SVBL|USD|SILVER BULL RES INC|446056913|XXXXXXX82092|-17.0640|17.1340|400000|
SVC|USD|SERVICE PROPERTIES TRUST|384931859|XXXXXXXL1026|-0.2352|0.3052|6200000|
SVFA|USD|SVF INVESTMENT CORP-CL A|467911546|KYG8601L1023|-1.1500|1.2200|350000|
SVFAU|USD|SVF INVESTMENT CORP|464411327|KYG8601L1106|-1.3611|1.4311|150000|
SVFB|USD|SVF INVESTMENT CORP 2-CLS A|475181679|KYG8601M1006|-1.1500|1.2200|100000|
SVFC|USD|SVF INVESTMENT CORP 3-CLS A|475181681|KYG8601N1088|-1.1500|1.2200|1200000|
SVFC.OLD1|USD|INTELLICELL BIOSCIENCES INC|90635262|XXXXXXXA1051|-0.2300|0.3000|>10000000|
SVFD|USD|SAVE FOODS INC|473481009|XXXXXXXQ3039|-22.6114|22.6814|20000|
SVIN|USD|SCHEID VINEYARDS INC-CLASS A|39151068|XXXXXXX32001|-0.2300|0.3000|200|
SVM|USD|SILVERCORP METALS INC|39924480|CA82835P1036|-0.7113|0.7813|2300000|
SVMFF|USD|SILVER VALLEY METALS CORP|542545214|CA8283301007|-0.1800|0.2500|70000|
SVMI|USD|SAVI MEDIA GROUP INC|30215832|XXXXXXXR2076|-0.1800|0.2500|5800000|
SVNA|USD|7 ACQUISITION CORP-A|534614224|KYG806941053|-1.6317|1.7017|600000|
SVNAU|USD|7 ACQUISITION CORP|524706426|KYG806941210|-2.5790|2.6490|10000|
SVNDY|USD|SEVEN &amp; I HOLDINGS-UNSPN ADR|75216051|XXXXXXXH1059|-15.2986|15.3686|9000|
SVNLY|USD|SVENSKA HANDELSB-A-UNSP ADR|55304981|XXXXXXXC1036|-93.8663|93.9363|3000|
SVNTF|USD|79NORTH INC|494950187|CA81810M1014|-0.1800|0.2500|35000|
SVNTQ|USD|SAVIENT PHARMACEUTICALS INC|267119|XXXXXXXQ1004|-0.2300|0.3000|500000|
SVOL|USD|SIMPLIFY VOLATILITY PREMIUM|490852665|XXXXXXXN8636|-2.1400|2.2100|250000|
SVRA|USD|SAVARA INC|273068652|XXXXXXX11016|-1.0589|1.1289|1200000|
SVRTY|USD|SILVERLINE TECHNOLOGIES-ADR |47932039|XXXXXXX86092|-0.1800|0.2500|300|
SVSVU|USD|SPRING VALLEY ACQUISITION|457094775|KYG8377A1168|-1.1500|1.2200|3000|
SVT|USD|SERVOTRONICS INC|756790|XXXXXXX21002|-1.0211|1.0911|100000|
SVTE|USD|SERVICE TEAM INC|115353012|XXXXXXXB1044|-0.1800|0.2500|600000|
SVVB|USD|SAVI FINANCIAL CORP|332776461|XXXXXXXH2094|-0.1800|0.2500|500|
SVVC|USD|FIRSTHAND TECHNOLOGY VALUE|86823361|XXXXXXXY1001|-8.4175|8.4875|450000|
SVXA|USD|SOVEREIGN EXPLORATION ASSOCI|37567952|XXXXXXX12005|-0.1800|0.2500|1000|
SVXY|USD|PROSHARES SHORT VIX ST FUTUR|331641614|XXXXXXXW1302|-2.5660|2.6360|350000|
SWAG|USD|SOFTWARE ACQUISITION GROUP-A|515416499|XXXXXXXJ1034|-1.1500|1.2200|65000|
SWAGU|USD|SOFTWARE ACQUISITION GROUP I|505227413|XXXXXXXJ2024|-1.2258|1.2958|1000|
SWAN|USD|AMPLIFY BLACKSWAN GROWTH TSY|340390084|XXXXXXX88884|-5.8427|5.9127|250000|
SWAV|USD|SHOCKWAVE MEDICAL INC|356101465|XXXXXXXT1043|-0.1800|0.2500|900000|
SWBI|USD|SMITH &amp; WESSON BRANDS INC|424737148|XXXXXXX41063|-0.2793|0.3493|1600000|
SWCC|USD|SOUTHWEST CASINO CORP|30412087|XXXXXXXV1070|-0.1800|0.2500|350000|
SWCH|USD|SWITCH INC - A|291241967|XXXXXXXL1044|-0.1848|0.2548|1300000|
SWDBY|USD|SWEDBANK AB-ADR|75015668|XXXXXXX51043|-6.5031|6.5731|40000|
SWEE|USD|SWEEGEN INC|271357307|XXXXXXX41094|-0.2300|0.3000|300|
SWET|USD|ATHLON ACQUISITION CORP-A|475160275|XXXXXXXA1060|-1.5518|1.6218|350000|
SWETU|USD|ATHLON ACQUISITION CORP|464974608|XXXXXXXA2050|-1.2799|1.3499|35000|
SWGAY|USD|SWATCH GROUP AG-THE-UNSP ADR|64865261|XXXXXXX31065|-1.3611|1.4311|3000|
SWI|USD|SOLARWINDS CORP|505200250|XXXXXXXQ2049|-0.2266|0.2966|750000|
SWIM|USD|LATHAM GROUP INC|482880511|XXXXXXXL1070|-0.2428|0.3128|850000|
SWIR|USD|SIERRA WIRELESS INC|9653777|CA8265161064|-0.3198|0.3898|950000|
SWISF|USD|GLOBEX DATA LTD|390931720|CA3795811015|-7.0574|7.1274|1600000|
SWK|USD|STANLEY BLACK &amp; DECKER INC|73354293|XXXXXXX21011|-0.3668|0.4368|8100000|
SWKH|USD|SWK HOLDINGS CORP|206661834|XXXXXXXP2039|-0.4363|0.5063|20000|
SWKS|USD|SKYWORKS SOLUTIONS INC|4726021|XXXXXXXM1027|-0.1800|0.2500|6300000|
SWM|USD|SCHWEITZER-MAUDUIT INTL INC|1321497|XXXXXXX11069|-0.2150|0.2850|1700000|
SWMAY|USD|SWEDISH MATCH AB-UNSPON ADR|55279371|XXXXXXX96060|-23.7964|23.8664|500000|
SWME|USD|SWISS MEDICA INC|30216950|XXXXXXXC1045|-0.1800|0.2500|1800000|
SWN|USD|SOUTHWESTERN ENERGY CO|12531|XXXXXXX71095|-0.1800|0.2500|>10000000|
SWRAY|USD|SWIRE PACIFIC LTD-SP ADR A|47548688|XXXXXXX43028|-41.8154|41.8854|15000|
SWRM|USD|APPSWARM INC|208035948|XXXXXXXT1025|-0.8354|0.9054|8900000|
SWSS|USD|SPRINGWATER SPECIAL SITUATIO|516382782|XXXXXXXU1079|-1.1500|1.2200|35000|
SWT|USD|STANLEY BLACK &amp; DECKER I|391207349|XXXXXXX28461|-0.2512|0.3212|80000|
SWTX|USD|SPRINGWORKS THERAPEUTICS INC|383152047|XXXXXXXL1070|-0.2786|0.3486|20000|
SWX|USD|SOUTHWEST GAS HOLDINGS INC|12540|XXXXXXX51025|-0.1800|0.2500|30000|
SWZ|USD|SWISS HELVETIA FUND|12551|XXXXXXX51016|-3.8289|3.8989|45000|
SXC|USD|SUNCOKE ENERGY INC|91487789|XXXXXXXA1034|-0.2748|0.3448|5300000|
SXI|USD|STANDEX INTL CORP|12552|XXXXXXX11076|-0.1902|0.2602|700000|
SXMVF|USD|VIOR INC|508657479|CA92762M1068|-0.6845|0.7545|200000|
SXNTF|USD|SIXTY NORTH GOLD MINING LTD|328865143|CA83011C2058|-42.9456|43.0156|100000|
SXOOF|USD|ST-GEORGES ECO-MINING CORP|522739455|CA85235Q1000|-2.7840|2.8540|100000|
SXT|USD|SENSIENT TECHNOLOGIES CORP|13186|XXXXXXXT1007|-0.2701|0.3401|1300000|
SXTC|USD|CHINA SXT PHARMACEUTICALS IN|472638025|VGG2161P1163|-16.0966|16.1666|650000|
SXYAY|USD|SIKA AG-BR-ADR|127827569|XXXXXXXR1032|-3.0130|3.0830|20000|
SY|USD|SO-YOUNG INTERNATIONAL-ADR|362283658|XXXXXXXQ1085|-0.6465|0.7165|1700000|
SYAI|USD|SYSTEMS AMERICA INC|112161674|XXXXXXX73042|-0.2300|0.3000|3000|
SYBRQ|USD|SYNERGY BRANDS INC|6858124|XXXXXXXE4026|-0.1800|0.2500|550000|
SYBT|USD|STOCK YARDS BANCORP INC|149886658|XXXXXXX51048|-0.3629|0.4329|900000|
SYBX|USD|SYNLOGIC INC|287348321|XXXXXXXL1008|-3.6294|3.6994|1100000|
SYCRF|USD|SYNCORA HOLDINGS LTD|53035432|BMG8649T1099|-2.1706|2.2406|35000|
SYF|USD|SYNCHRONY FINANCIAL|162231797|XXXXXXXB1035|-0.1800|0.2500|>10000000|
SYF PRA|USD|SYNCHRONY FINANCIAL|390897714|XXXXXXXB2025|-2.6051|2.6751|100000|
SYHBF|USD|SKYHARBOUR RESOURCES LTD|261508080|CA8308166096|-21.2952|21.3652|200000|
SYIEY|USD|SYMRISE AG-UNSPON ADR|54740795|XXXXXXXN1090|-100.1415|100.2115|10000|
SYK|USD|STRYKER CORP|4430948|XXXXXXX71013|-0.2126|0.2826|7400000|
SYLD|USD|CAMBRIA SHAREHOLDER YIELD ET|127639440|XXXXXXX12013|-4.7082|4.7782|75000|
SYN|USD|SYNTHETIC BIOLOGICS INC|328478904|XXXXXXXU2015|-1.8815|1.9515|2300000|
SYNA|USD|SYNAPTICS INC|14241431|XXXXXXXD1090|-0.2126|0.2826|1200000|
SYNH|USD|SYNEOS HEALTH INC|301930111|XXXXXXXB1026|-0.2371|0.3071|800000|
SYNJ|USD|DAY TRADEXCHANGE INC|272332330|XXXXXXXL1008|-0.1800|0.2500|10000|
SYNL|USD|SYNALLOY CORP.|274940|XXXXXXX51076|-1.2258|1.2958|150000|
SYPR|USD|SYPRIS SOLUTIONS INC|6858136|XXXXXXX51069|-11.3933|11.4633|70000|
SYRS|USD|SYROS PHARMACEUTICALS INC|238753587|XXXXXXXQ1076|-0.5344|0.6044|550000|
SYSX|USD|SYSOREX INC|376337797|XXXXXXXL2060|-14.1971|14.2671|5300000|
SYTA|USD|SIYATA MOBILE INC|447372800|CA83013Q5095|-94.4599|94.5299|50000|
SYTE|USD|ENTERPRISE DIVERSIFIED INC|326386276|XXXXXXX61073|-0.8354|0.9054|1000|
SYUS|USD|SYNTAX STRATIFIED US TOTAL M|477835180|XXXXXXXN4034|-2.6011|2.6711|80000|
SYVC|USD|SYNOVICS PHARMACEUTICALS INC|38726078|XXXXXXXM1018|-0.1800|0.2500|15000|
SYY|USD|SYSCO CORP|12581|XXXXXXX91078|-0.2462|0.3162|9300000|
SZC|USD|CUSHING NEXTGEN INFRA INC|425177152|XXXXXXX72073|-56.9758|57.0458|1000|
SZK|USD|PROSHARES ULTSHRT CONS GOODS|490791493|XXXXXXXG6301|-17.8245|17.8945|1000|
SZKMY|USD|SUZUKI MOTOR CORP-UNS ADR|54968705|XXXXXXXX1072|-13.9455|14.0155|100|
SZNE|USD|PACER CFRA STOVALL EQUAL|327230537|XXXXXXXH6918|-3.9524|4.0224|400|
SZSMF|USD|SANTACRUZ SILVER MINING LTD|113916307|CA80280U1066|-3.4335|3.5035|10000|
SZZL|USD|SIZZLE ACQUISITION CORP|542225021|XXXXXXXE1091|-1.3205|1.3905|750000|
SZZLU|USD|SIZZLE ACQUISITION CORP|524337248|XXXXXXXE2081|-1.9024|1.9724|15000|
T|USD|AT&amp;T INC|37018770|XXXXXXXR1023|-0.1800|0.2500|>10000000|
T PRA|USD|AT&amp;T INC|394959362|XXXXXXXR5081|-7.8174|7.8874|65000|
T PRC|USD|AT&amp;T INC|404125262|XXXXXXXR7061|-11.7804|11.8504|750000|
TA|USD|TRAVELCENTERS OF AMERICA INC|376497751|XXXXXXXB1098|-0.2466|0.3166|550000|
TAALF|USD|TAAL DISTRIBUTED INFORMATION|447375725|CA87319V1040|-4.1993|4.2693|25000|
TAC|USD|TRANSALTA CORP|14487456|CA89346D1078|-0.4078|0.4778|200000|
TACA|USD|TREPONT ACQUISITION CORP I-A|465305040|KYG9095M1015|-3.1043|3.1743|300000|
TACA U|USD|TREPONT ACQUISITION CORP I|458213403|KYG9095M1197|-1.2799|1.3499|6000|
TACBY|USD|TABCORP HOLDINGS LTD-UNS ADR|75399355|XXXXXXX63023|-0.1800|0.2500|500|
TACI|USD|TRANSATLANTIC CAPITAL INC|163252395|XXXXXXXW1036|-0.1800|0.2500|100|
TACT|USD|TRANSACT TECHNOLOGIES INC|6858145|XXXXXXX81035|-0.4530|0.5230|250000|
TADF|USD|TACTICAL AIR DEFENSE SERVICE|30214609|XXXXXXXM1080|-0.1800|0.2500|>10000000|
TAEC|USD|TODAYS ALTERNATIVE ENERGY CO|89098891|XXXXXXXU2033|-0.2300|0.3000|2600000|
TAGE|USD|TAG ENTERTAINMENT CORP|30215327|XXXXXXX11049|-0.8650|0.9350|20000|
TAGG.OLD1|USD|TAGLIKEME CORP|108773595|XXXXXXXP1057|-0.3496|0.4196|>10000000|
TAIL|USD|CAMBRIA TAIL RISK ETF|272108657|XXXXXXX18622|-17.5037|17.5737|150000|
TAIMF|USD|TAIGA MOTORS CORP|489579930|CA87402F1071|-10.1509|10.2209|300|
TAIPY|USD|TAISHO PHARMA HOLD UNSP- ADR|289877572|XXXXXXXP1057|-22.0367|22.1067|1000|
TAIT|USD|TAITRON COMPONENTS INC-CL A|6845274|XXXXXXX81030|-0.6724|0.7424|100000|
TAK|USD|TAKEDA PHARMACEUTIC-SP ADR|75124183|XXXXXXX02052|-0.9567|1.0267|1000000|
TAKOF|USD|DRONE DELIVERY CANADA CORP|320589527|CA26210W1005|-30.3285|30.3985|1300000|
TAL|USD|TAL EDUCATION GROUP- ADR|80269548|XXXXXXX01043|-8.7134|8.7834|>10000000|
TALK|USD|TALKSPACE INC|498809005|XXXXXXXV1035|-4.1778|4.2478|800000|
TALK.OLD1|USD|ITALK INC|119089443|XXXXXXX31008|-0.2300|0.3000|450000|
TALN|USD|TALON INTERNATIONAL INC|45210316|XXXXXXXF1084|-1.8097|1.8797|200000|
TALO|USD|TALOS ENERGY INC|316544447|XXXXXXXT1088|-0.1889|0.2589|3200000|
TALS|USD|TALARIS THERAPEUTICS INC|489941926|XXXXXXXC1045|-1.7415|1.8115|450000|
TAMO|USD|TAMM OIL AND GAS CORP|47176418|XXXXXXX01095|-0.2300|0.3000|550000|
TAN|USD|INVESCO SOLAR ETF|319359420|XXXXXXXG7060|-3.3894|3.4594|800000|
TANH|USD|TANTECH HOLDINGS LTD|547269557|VGG8675X1235|-5.9220|5.9920|50000|
TANNI|USD|TRAVELCENTERS OF AMER LLC 8.25% SR NT DUE 2028|120760424|XXXXXXX42004|-45.2747|45.3447|35000|
TANNL|USD|TRAVELCENTERS OF AMERICA LLC 8% SENIOR NOTES DUE 2029|177128444|XXXXXXX43093|-8.3163|8.3863|55000|
TANNZ|USD|TRAVELCENTERS OF AMER LLC 8.00% SR NT DUE 2030|209005927|XXXXXXX44083|-57.3611|57.4311|60000|
TAOIF|USD|TAG OIL LTD|57651856|CA87377N2005|-1.8812|1.9512|100000|
TAON|USD|TAO MINERALS LTD|98538347|XXXXXXXP4028|-0.1800|0.2500|2000|
TAOP|USD|TAOPING INC|437095951|VGG8675V1195|-25.1458|25.2158|450000|
TAP|USD|MOLSON COORS BEVERAGE CO - B|33191300|XXXXXXXR2094|-0.2473|0.3173|5800000|
TAP A|USD|MOLSON COORS BEVERAGE CO - A|52282307|XXXXXXXR1005|-1.8753|1.9453|1000|
TAPM|USD|TAPINATOR INC|397803051|XXXXXXX72016|-0.8354|0.9054|15000|
TARA|USD|PROTARA THERAPEUTIC INC|421359914|XXXXXXXU1079|-0.4815|0.5515|200000|
TARO|USD|TARO PHARMACEUTICAL INDUS|6845286|IL0010827181|-0.5506|0.6206|350000|
TARRQ|USD|TARRAGON CORP|6845289|XXXXXXX71031|-1.2849|1.3549|1300000|
TARS|USD|TARSUS PHARMACEUTICALS INC|450583329|XXXXXXXL1035|-2.8957|2.9657|200000|
TARSF|USD|ALIANZA MINERALS LTD|419590357|CA0160951012|-8.3049|8.3749|80000|
TASK|USD|TASKUS INC-A|495923502|XXXXXXXV1098|-0.3021|0.3721|550000|
TAST|USD|CARROLS RESTAURANT GROUP INC|41993038|XXXXXXXX1046|-0.3340|0.4040|3000000|
TATT|USD|TAT TECHNOLOGIES LTD|4725203|IL0010827264|-0.9291|0.9991|35000|
TATYY|USD|TATE &amp; LYLE PLC-SPONS ADR|72653260|XXXXXXX06077|-16.3811|16.4511|1000|
TAUG|USD|TAURIGA SCIENCES INC|325214847|XXXXXXXX2053|-1.2414|1.3114|5600000|
TAVHY|USD|TAV HAVALIMANLARI HLD-UN ADR|57494360|XXXXXXX41077|-14.9237|14.9937|3000|
TAXF|USD|AMERICAN CENTURY DIVER MUNI|332975591|XXXXXXX25050|-1.1762|1.2462|45000|
TAYD|USD|TAYLOR DEVICES INC|13450896|XXXXXXX31053|-0.2897|0.3597|20000|
TBB|USD|T 5.35 11-01-66 PFD|294108963|XXXXXXXR3003|-5.8182|5.8882|20000|
TBBC|USD|TRIAD BUSINESS BANK|446336318|XXXXXXXD1028|-10.9685|11.0385|600|
TBBC.OLD1|USD|BRAINY BRANDS CO INC-THE|83605688|XXXXXXXG1058|-0.1800|0.2500|300000|
TBBK|USD|BANCORP INC-THE|32821451|XXXXXXXA1051|-0.1800|0.2500|4200000|
TBC|USD|AT&amp;T INC|327721523|XXXXXXXR4092|-2.6206|2.6906|65000|
TBCP|USD|THUNDER BRIDGE CAPITAL PAR-A|479220713|XXXXXXXT1007|-1.3611|1.4311|150000|
TBCPU|USD|THUNDER BRIDGE CAPITAL PARTN|469317817|XXXXXXXT2096|-1.2799|1.3499|6000|
TBF|USD|PROSHARES SHORT 20+ TREASURY|67531165|XXXXXXXX8496|-8.5900|8.6600|800000|
TBGPF|USD|TEMBO GOLD CORP|434693597|CA87974N4057|-6.6811|6.7511|55000|
TBI|USD|TRUEBLUE INC|47619256|XXXXXXXX1019|-0.2441|0.3141|2600000|
TBII|USD|TRANSWORLD BENEFITS INTERNAT|30217042|XXXXXXX31057|-0.1800|0.2500|200000|
TBK|USD|TRIUMPH BANCORP INC|172935478|XXXXXXXE3009|-0.1834|0.2534|1000000|
TBKCP|USD|TRIUMPH BANCORP INC|428413627|XXXXXXXE4098|-1.0905|1.1605|20000|
TBLA|USD|TABOOLA.COM LTD|500046666|IL0011754137|-1.4066|1.4766|850000|
TBLT|USD|TOUGHBUILT INDUSTRIES INC|417273415|XXXXXXXG5045|-9.5345|9.6045|5100000|
TBNGY|USD|BUKIT ASAM TBK PT - UNSP ADR|300465603|XXXXXXXY1038|-2.3083|2.3783|1000|
TBNK|USD|TERRITORIAL BANCORP INC|61637295|XXXXXXXX1081|-0.4079|0.4779|500000|
TBPH|USD|THERAVANCE BIOPHARMA INC|151525618|KYG8807B1068|-0.4285|0.4985|350000|
TBPMF|USD|TETRA BIO-PHARMA INC|255449899|CA88166Y1007|-12.9478|13.0178|100000|
TBRIF|USD|THERMA BRIGHT INC|322452376|CA8834261080|-5.1216|5.1916|15000|
TBSA|USD|TB SA ACQUISITION CORP -A|490642516|KYG8657L1059|-5.9618|6.0318|30000|
